category,price,currency,price_1m2,title,address,floor,area,title_deed,repair,mortgage,url,room_number
Köhnə tikili,107 300,AZN,1 430 AZN/m²,"Satılır 3 otaqlı köhnə tikili 75 m², Biləcəri q.",5057-ci Məhəllə,2 / 9,75 m²,var,yoxdur,,https://bina.az/items/3634164,3.0
Köhnə tikili,116 000,AZN,2 000 AZN/m²,"Satılır 2 otaqlı köhnə tikili 58 m², İnşaatçılar m.",Abbas Mirzə Şərifzadə küç,5 / 5,58 m²,var,var,,https://bina.az/items/3830573,2.0
Köhnə tikili,145 000,AZN,2 230 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Nərimanov r.",Azadlıq pr. 116,9 / 9,65 m²,var,var,var,https://bina.az/items/3853856,2.0
Yeni tikili,239 000,AZN,1 670 AZN/m²,"Satılır 3 otaqlı yeni tikili 143 m², Qara Qarayev m.",Bəkir Çobanzadə küçəsi .,10 / 17,143 m²,yoxdur,yoxdur,,https://bina.az/items/3841103,3.0
Yeni tikili,200 000,AZN,1 670 AZN/m²,"Satılır 5 otaqlı yeni tikili 120 m², 9-cu mikrorayon q.",H.Babaşov küç.,5 / 9,120 m²,var,var,var,https://bina.az/items/3845838,5.0
Yeni tikili,564 000,AZN,3 400 AZN/m²,"Satılır 3 otaqlı yeni tikili 166 m², Ağ şəhər q.",Mərkəzi Bulvar küçəsi.,16 / 20,166 m²,yoxdur,var,var,https://bina.az/items/3845170,3.0
Köhnə tikili,123 000,AZN,2 460 AZN/m²,"Satılır 2 otaqlı köhnə tikili 50 m², Gənclik m.",Koroğlu Rəhimov küç,2 / 9,50 m²,var,var,var,https://bina.az/items/3441225,2.0
Yeni tikili,155 000,AZN,1 720 AZN/m²,"Satılır 2 otaqlı yeni tikili 90 m², Həzi Aslanov m.",Xudu Məmmədov 29,10 / 19,90 m²,var,var,,https://bina.az/items/3779705,2.0
Yeni tikili,110 000,AZN,2 290 AZN/m²,"Satılır 2 otaqlı yeni tikili 48 m², 20 Yanvar m.",Həsən Bəy Zərdabi prospekti,6 / 20,48 m²,yoxdur,var,,https://bina.az/items/3772863,2.0
Yeni tikili,370 000,AZN,4 050 AZN/m²,"Satılır 3 otaqlı yeni tikili 91.3 m², Bayıl q.",Bayıl qəs,2 / 12,91.3 m²,var,var,var,https://bina.az/items/3785699,3.0
Köhnə tikili,105 000,AZN,1 750 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Əhmədli m.",General Səməndərbəy Mehmandarov küçəsi.,7 / 9,60 m²,var,,,https://bina.az/items/3856930,2.0
Köhnə tikili,160 000,AZN,3 200 AZN/m²,"Satılır 3 otaqlı köhnə tikili 50 m², Nizami m.",Cinqiz Mustafayev küç. 25,1 / 3,50 m²,var,var,,https://bina.az/items/3856928,3.0
Yeni tikili,342 000,AZN,1 070 AZN/m²,"Satılır 7 otaqlı yeni tikili 320 m², Bayıl q.",Neftçilər prospekti,5 / 5,320 m²,var,,,https://bina.az/items/3856926,7.0
Yeni tikili,225 000,AZN,2 050 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², Yeni Günəşli q.","Yeni Günəşli D massivi bina 3 , mənzil 83",11 / 17,110 m²,var,var,,https://bina.az/items/3856897,3.0
Köhnə tikili,165 000,AZN,1 650 AZN/m²,"Satılır 4 otaqlı köhnə tikili 100 m², Əhmədli m.","Qaçaq Nəbi küç. 9, mənzil 73",1 / 9,100 m²,var,,,https://bina.az/items/3856910,4.0
Yeni tikili,382 000,AZN,3 040 AZN/m²,"Satılır 3 otaqlı yeni tikili 125.5 m², Elmlər Akademiyası m.",Qutqaşınlı küç.,13 / 16,125.5 m²,var,yoxdur,var,https://bina.az/items/3840405,3.0
Yeni tikili,128 500,AZN,1 980 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², İnşaatçılar m.",Nazim Hikmət küçəsi,5 / 9,65 m²,var,,,https://bina.az/items/3856904,2.0
Köhnə tikili,135 000,AZN,2 250 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Azadlıq Prospekti m.",A.Kunanbayev küç.,1 / 9,60 m²,var,var,var,https://bina.az/items/3856903,2.0
Yeni tikili,126 000,AZN,2 030 AZN/m²,"Satılır 2 otaqlı yeni tikili 62 m², Yeni Yasamal q.",Əsəd Əhmedov küç.,8 / 12,62 m²,var,var,var,https://bina.az/items/3856888,2.0
Köhnə tikili,180 000,AZN,2 540 AZN/m²,"Satılır 2 otaqlı köhnə tikili 71 m², 28 May m.",Rəşid Behbudov küç.,3 / 3,71 m²,var,var,,https://bina.az/items/3856892,2.0
Yeni tikili,106 000,AZN,1 410 AZN/m²,"Satılır 3 otaqlı yeni tikili 75 m², Qaraçuxur q.",İlqar Musayev,2 / 4,75 m²,yoxdur,var,,https://bina.az/items/3856891,3.0
Yeni tikili,295 000,AZN,2 380 AZN/m²,"Satılır 3 otaqlı yeni tikili 124 m², 8 Noyabr m.",Nəsib bəy Yusifbəyli küç.7,12 / 18,124 m²,var,var,,https://bina.az/items/3690369,3.0
Yeni tikili,42 900,AZN,780 AZN/m²,"Satılır 3 otaqlı yeni tikili 55 m², Binəqədi r.",Binəqədi qəs,1 / 4,55 m²,yoxdur,yoxdur,,https://bina.az/items/3856884,3.0
Yeni tikili,125 000,AZN,1 820 AZN/m²,"Satılır 3 otaqlı yeni tikili 68.8 m², Suraxanı r.",Yeni Günəşli qəs.,9 / 17,68.8 m²,var,var,var,https://bina.az/items/3856882,3.0
Yeni tikili,160 000,AZN,1 520 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², 20 Yanvar m.",Moskva pr,15 / 22,105 m²,var,,,https://bina.az/items/3812386,3.0
Yeni tikili,187 000,AZN,1 950 AZN/m²,"Satılır 3 otaqlı yeni tikili 96 m², Əhmədli m.",Seyid Əzim Şirvani küçəsi 3,12 / 17,96 m²,yoxdur,var,,https://bina.az/items/3828895,3.0
Yeni tikili,175 000,AZN,1 990 AZN/m²,"Satılır 3 otaqlı yeni tikili 88 m², Qara Qarayev m.",Elif Hacıyev küç.,13 / 17,88 m²,var,var,,https://bina.az/items/3342764,3.0
Yeni tikili,188 000,AZN,1 250 AZN/m²,"Satılır 3 otaqlı yeni tikili 150 m², Neftçilər m.",Rüstəm Rüstəmov küç. 15,17 / 19,150 m²,var,,,https://bina.az/items/2633764,3.0
Yeni tikili,195 000,AZN,2 530 AZN/m²,"Satılır 2 otaqlı yeni tikili 77 m², Nərimanov r.",Imran Qasımov küçəsi,11 / 17,77 m²,yoxdur,,,https://bina.az/items/3529490,2.0
Yeni tikili,295 000,AZN,2 400 AZN/m²,"Satılır 3 otaqlı yeni tikili 123 m², 8 Noyabr m.",Nəsib bəy Yisifbəyli küçəsi,12 / 17,123 m²,yoxdur,,,https://bina.az/items/3842969,3.0
Yeni tikili,330 000,AZN,1 440 AZN/m²,"Satılır 4 otaqlı yeni tikili 229 m², Elmlər Akademiyası m.",Hüseyin Cavid prospekti,10 / 17,229 m²,yoxdur,yoxdur,,https://bina.az/items/3313656,4.0
Yeni tikili,165 000,AZN,3 000 AZN/m²,"Satılır 2 otaqlı yeni tikili 55 m², Nəsimi r.",İmran Qasımov küç.,13 / 17,55 m²,yoxdur,var,,https://bina.az/items/3574658,2.0
Yeni tikili,258 000,AZN,1 980 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², 28 May m.",Ceyhun Hacıbəyli küç.,6 / 12,130 m²,yoxdur,yoxdur,,https://bina.az/items/3790853,3.0
Köhnə tikili,125 000,AZN,1 790 AZN/m²,"Satılır 3 otaqlı köhnə tikili 70 m², 7-ci mikrorayon q.",Abay Kunanbayev küç.711,2 / 5,70 m²,var,var,,https://bina.az/items/3856877,3.0
Yeni tikili,210 000,AZN,2 200 AZN/m²,"Satılır 2 otaqlı yeni tikili 95.3 m², Memar Əcəmi m.",Məmmədcəfər Cəfərov küç.,13 / 16,95.3 m²,var,var,,https://bina.az/items/3856875,2.0
Yeni tikili,150 000,AZN,1 880 AZN/m²,"Satılır 2 otaqlı yeni tikili 80 m², Yasamal r.",Mikayıl Müşfiq küçəsi,3 / 17,80 m²,yoxdur,yoxdur,,https://bina.az/items/3844598,2.0
Köhnə tikili,155 000,AZN,2 380 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², 28 May m.",28 May küç.,3 / 6,65 m²,var,var,var,https://bina.az/items/3856871,2.0
Yeni tikili,235 000,AZN,2 610 AZN/m²,"Satılır 3 otaqlı yeni tikili 90 m², Qara Qarayev m.",Şirin Mirzeyev küç. 56/A,14 / 16,90 m²,var,var,,https://bina.az/items/3641440,3.0
Yeni tikili,439 000,AZN,3 380 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², Badamdar q.",Abbasqulu Abbaszadə küçəsi,18 / 18,130 m²,var,var,var,https://bina.az/items/3798681,3.0
Köhnə tikili,155 000,AZN,2 580 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², İçəri Şəhər m.",Hüseynzadə 99,2 / 5,60 m²,var,,var,https://bina.az/items/3856857,2.0
Yeni tikili,850 000,AZN,3 780 AZN/m²,"Satılır 4 otaqlı yeni tikili 225 m², Nizami m.",Səməd Vurğun küç.79A,9 / 17,225 m²,var,var,var,https://bina.az/items/3598778,4.0
Yeni tikili,207 000,AZN,2 440 AZN/m²,"Satılır 2 otaqlı yeni tikili 85 m², Şah İsmayıl Xətai m.",N.Rəfiyev 33,3 / 17,85 m²,var,var,,https://bina.az/items/3856841,2.0
Köhnə tikili,115 000,AZN,1 920 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Köhnə Günəşli q.",G.Mehmandarov küçəsi,4 / 9,60 m²,var,var,,https://bina.az/items/3843263,2.0
Köhnə tikili,205 000,AZN,1 280 AZN/m²,"Satılır 4 otaqlı köhnə tikili 160 m², Bakıxanov q.",Nazim İsmayılov küçəsi,8 / 11,160 m²,var,var,var,https://bina.az/items/3856831,4.0
Yeni tikili,95 000,AZN,1 700 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², Xətai r.",Cavanşir küçəsi.,10 / 17,56 m²,yoxdur,yoxdur,,https://bina.az/items/3786859,2.0
Yeni tikili,175 000,AZN,2 060 AZN/m²,"Satılır 2 otaqlı yeni tikili 85 m², 8-ci mikrorayon q.",Cəfər Xəndan küçəsi 42,3 / 19,85 m²,var,var,,https://bina.az/items/3721351,2.0
Yeni tikili,220 000,AZN,2 240 AZN/m²,"Satılır 2 otaqlı yeni tikili 98 m², Nəsimi m.",Qəzənfər Musabəyov küçəsi,5 / 16,98 m²,var,var,,https://bina.az/items/3856781,2.0
Yeni tikili,52 500,AZN,1 380 AZN/m²,"Satılır 1 otaqlı yeni tikili 38 m², Masazır q.",Rahat Nəfəs yaşayış kompleksi,7 / 8,38 m²,yoxdur,var,,https://bina.az/items/3856776,1.0
Köhnə tikili,139 000,AZN,2 470 AZN/m²,"Satılır 4 otaqlı köhnə tikili 56.2 m², Xalqlar Dostluğu m.",Çobanzadə 75,1 / 5,56.2 m²,var,var,,https://bina.az/items/3856772,4.0
Köhnə tikili,127 500,AZN,3 040 AZN/m²,"Satılır 2 otaqlı köhnə tikili 41.9 m², Nərimanov r.",Nəcəf Nərimanov küçəsi,4 / 5,41.9 m²,var,var,,https://bina.az/items/3856756,2.0
Köhnə tikili,155 000,AZN,2 580 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², İçəri Şəhər m.",Səid Rüstəmov küçəsi 45,2 / 5,60 m²,var,var,,https://bina.az/items/3856755,2.0
Yeni tikili,128 000,AZN,2 780 AZN/m²,"Satılır 2 otaqlı yeni tikili 46 m², Binəqədi r.","Səttar Bəhlulzadə 20, mənzil 3",3 / 9,46 m²,yoxdur,yoxdur,,https://bina.az/items/3856740,2.0
Yeni tikili,249 000,AZN,2 080 AZN/m²,"Satılır 3 otaqlı yeni tikili 120 m², Nəsimi r.",Azadlıq prospekti 5B,9 / 18,120 m²,var,var,var,https://bina.az/items/3804920,3.0
Köhnə tikili,430 000,AZN,1 870 AZN/m²,"Satılır 5 otaqlı köhnə tikili 230 m², İçəri Şəhər m.",İslam səfərli küç.,2 / 3,230 m²,var,var,,https://bina.az/items/3178895,5.0
Yeni tikili,126 000,AZN,1 800 AZN/m²,"Satılır 2 otaqlı yeni tikili 70 m², Qara Qarayev m.",Qara Qarayev Pr.ev 29,8 / 14,70 m²,yoxdur,yoxdur,,https://bina.az/items/3843196,2.0
Yeni tikili,48 000,AZN,1 170 AZN/m²,"Satılır 2 otaqlı yeni tikili 41 m², Masazır q.",Masazır qəsəbəsi.,4 / 4,41 m²,yoxdur,var,,https://bina.az/items/3785955,2.0
Köhnə tikili,250 000,AZN,2 400 AZN/m²,"Satılır 3 otaqlı köhnə tikili 104 m², İçəri Şəhər m.",Nərimanov pr.,7 / 8,104 m²,var,var,,https://bina.az/items/3541974,3.0
Yeni tikili,205 000,AZN,1 900 AZN/m²,"Satılır 3 otaqlı yeni tikili 108 m², Badamdar q.",Badamdar qəs.,7 / 17,108 m²,var,var,,https://bina.az/items/3856727,3.0
Köhnə tikili,91 500,AZN,1 830 AZN/m²,"Satılır 2 otaqlı köhnə tikili 50 m², Köhnə Günəşli q.",General Mehmandarov 76,4 / 9,50 m²,var,,var,https://bina.az/items/3856722,2.0
Yeni tikili,450 000,AZN,2 730 AZN/m²,"Satılır 4 otaqlı yeni tikili 165 m², Nərimanov r.",Xətai pr.40.a,3 / 17,165 m²,var,,,https://bina.az/items/3856704,4.0
Yeni tikili,220 000,AZN,2 100 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², Səbail r.",Badamdar şossesi,11 / 16,105 m²,var,var,var,https://bina.az/items/3856703,3.0
Yeni tikili,140 000,AZN,2 330 AZN/m²,"Satılır 2 otaqlı yeni tikili 60 m², Əhmədli m.",Məzahir Rüstəmov küçəsi,16 / 17,60 m²,var,var,,https://bina.az/items/3856700,2.0
Köhnə tikili,152 000,AZN,1 790 AZN/m²,"Satılır 3 otaqlı köhnə tikili 85 m², Memar Əcəmi m.",Asif Məhərrəmov 34,1 / 5,85 m²,var,var,,https://bina.az/items/3854529,3.0
Köhnə tikili,115 000,AZN,1 080 AZN/m²,"Satılır 4 otaqlı köhnə tikili 106 m², Biləcəri q.",Y.Hüseynov küç 106 mən 5,2 / 2,106 m²,var,var,,https://bina.az/items/3780914,4.0
Köhnə tikili,170 000,AZN,2 000 AZN/m²,"Satılır 4 otaqlı köhnə tikili 85 m², Neftçilər m.",Naxçıvanski küç.,4 / 5,85 m²,var,var,,https://bina.az/items/3856695,4.0
Yeni tikili,185 000,AZN,2 610 AZN/m²,"Satılır 2 otaqlı yeni tikili 71 m², Qara Qarayev m.",Özbəkistan küçəsi 14,10 / 14,71 m²,yoxdur,var,,https://bina.az/items/3483146,2.0
Yeni tikili,182 000,AZN,2 560 AZN/m²,"Satılır 3 otaqlı yeni tikili 71 m², Nəriman Nərimanov m.",Mayakovski küç.,5 / 16,71 m²,var,var,var,https://bina.az/items/3674421,3.0
Yeni tikili,369 000,AZN,2 460 AZN/m²,"Satılır 4 otaqlı yeni tikili 150 m², Gənclik m.",Ə.Əlizadə küç. 44,5 / 15,150 m²,yoxdur,var,,https://bina.az/items/3669982,4.0
Yeni tikili,167 000,AZN,2 570 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², Qara Qarayev m.",B.Çobanzadə küç,11 / 16,65 m²,yoxdur,var,,https://bina.az/items/3832393,2.0
Köhnə tikili,87 500,AZN,1 250 AZN/m²,"Satılır 3 otaqlı köhnə tikili 70 m², Mərdəkan q.",Baba Əliyev küçəsi,2 / 5,70 m²,var,var,,https://bina.az/items/3856692,3.0
Köhnə tikili,98 000,AZN,1 320 AZN/m²,"Satılır 3 otaqlı köhnə tikili 74 m², Əhmədli q.",Polad Həşimov küçəsi.,5 / 5,74 m²,var,var,,https://bina.az/items/3758023,3.0
Yeni tikili,300 300,AZN,2 150 AZN/m²,"Satılır 3 otaqlı yeni tikili 140 m², Nəriman Nərimanov m.",Nazim Hacıyev küçəsi 20,16 / 17,140 m²,yoxdur,yoxdur,,https://bina.az/items/3755764,3.0
Yeni tikili,206 000,AZN,1 840 AZN/m²,"Satılır 3 otaqlı yeni tikili 112 m², Memar Əcəmi m.",Cavad xan küç,6 / 12,112 m²,yoxdur,var,,https://bina.az/items/3677014,3.0
Yeni tikili,217 000,AZN,4 340 AZN/m²,"Satılır 2 otaqlı yeni tikili 50 m², Xətai r.",1-ci Fəvvarələr küçəsi,3 / 7,50 m²,yoxdur,var,,https://bina.az/items/3835417,2.0
Yeni tikili,780 000,AZN,3 000 AZN/m²,"Satılır 4 otaqlı yeni tikili 260 m², Nəsimi r.",azadlıq prospekti 141,4 / 8,260 m²,var,var,var,https://bina.az/items/3856670,4.0
Yeni tikili,650 000,AZN,2 080 AZN/m²,"Satılır 6 otaqlı yeni tikili 313 m², Elmlər Akademiyası m.",İsmayıl bəy Qutqaşınlı küç.,16 / 21,313 m²,var,var,var,https://bina.az/items/3752037,6.0
Köhnə tikili,155 000,AZN,2 210 AZN/m²,"Satılır 2 otaqlı köhnə tikili 70 m², Nizami m.",İnşaatçılar pr.,1 / 6,70 m²,var,var,,https://bina.az/items/3607968,2.0
Köhnə tikili,80 000,AZN,1 330 AZN/m²,"Satılır 3 otaqlı köhnə tikili 60 m², Lökbatan q.",Seymur Orucov ev 13 mənzil 11,1 / 2,60 m²,var,var,,https://bina.az/items/3856667,3.0
Köhnə tikili,188 000,AZN,2 090 AZN/m²,"Satılır 4 otaqlı köhnə tikili 90 m², Yeni Yasamal q.",Əsəd Əhmədov 31,4 / 9,90 m²,var,var,,https://bina.az/items/3856661,4.0
Yeni tikili,350 000,AZN,1 030 AZN/m²,"Satılır 5 otaqlı yeni tikili 340 m², Şıxov q.",Salyan şossesi,5 / 6,340 m²,yoxdur,yoxdur,,https://bina.az/items/3832136,5.0
Köhnə tikili,270 000,AZN,2 250 AZN/m²,"Satılır 3 otaqlı köhnə tikili 120 m², İçəri Şəhər m.",Azərbaycan pr.-36,2 / 3,120 m²,var,var,,https://bina.az/items/3856656,3.0
Yeni tikili,150 000,AZN,1 880 AZN/m²,"Satılır 3 otaqlı yeni tikili 80 m², Əhmədli q.",Əhmədli qəs.,6 / 20,80 m²,var,,,https://bina.az/items/3856648,3.0
Köhnə tikili,150 000,AZN,2 140 AZN/m²,"Satılır 3 otaqlı köhnə tikili 70 m², Qara Qarayev m.",Əli Vəliyev 29,7 / 9,70 m²,var,var,var,https://bina.az/items/3856645,3.0
Yeni tikili,163 000,AZN,1 610 AZN/m²,"Satılır 3 otaqlı yeni tikili 101 m², Həzi Aslanov m.",Xudu Məmmədov,8 / 17,101 m²,var,,var,https://bina.az/items/3856641,3.0
Yeni tikili,110 000,AZN,1 570 AZN/m²,"Satılır 3 otaqlı yeni tikili 70 m², Yeni Yasamal q.",Ə.Əhmədov 234,21 / 21,70 m²,var,var,var,https://bina.az/items/3791875,3.0
Yeni tikili,105 000,AZN,1 980 AZN/m²,"Satılır 2 otaqlı yeni tikili 53 m², Əhmədli m.",Neapol küçəsi,8 / 11,53 m²,var,var,,https://bina.az/items/3856636,2.0
Yeni tikili,304 000,AZN,2 000 AZN/m²,"Satılır 4 otaqlı yeni tikili 152 m², Həzi Aslanov q.",Gəncə prospekti 48 A,16 / 20,152 m²,var,var,var,https://bina.az/items/3856635,4.0
Yeni tikili,132 000,AZN,1 520 AZN/m²,"Satılır 2 otaqlı yeni tikili 87 m², Həzi Aslanov m.",Sadıqcan 71,12 / 16,87 m²,var,yoxdur,var,https://bina.az/items/3856629,2.0
Yeni tikili,270 000,AZN,2 230 AZN/m²,"Satılır 3 otaqlı yeni tikili 121 m², Elmlər Akademiyası m.",Ş.Mehdiyev küçəsi,15 / 21,121 m²,var,var,var,https://bina.az/items/3711988,3.0
Yeni tikili,120 000,AZN,1 520 AZN/m²,"Satılır 3 otaqlı yeni tikili 78.8 m², Əhmədli m.",Neapol kruqu,2 / 11,78.8 m²,var,var,,https://bina.az/items/3856623,3.0
Yeni tikili,380 000,AZN,2 530 AZN/m²,"Satılır 3 otaqlı yeni tikili 150 m², 28 May m.",Dağıstan küçəsi,12 / 14,150 m²,var,var,var,https://bina.az/items/3743781,3.0
Köhnə tikili,119 000,AZN,1 830 AZN/m²,"Satılır 3 otaqlı köhnə tikili 65 m², Həzi Aslanov m.",General Şıxlinski küçəsi 32,4 / 9,65 m²,var,var,var,https://bina.az/items/3856622,3.0
Köhnə tikili,450 000,AZN,2 370 AZN/m²,"Satılır 5 otaqlı köhnə tikili 190 m², İçəri Şəhər m.",Islam Səfərli küç.,2 / 3,190 m²,var,var,,https://bina.az/items/3210201,5.0
Yeni tikili,75 000,AZN,1 250 AZN/m²,"Satılır 2 otaqlı yeni tikili 60 m², Binəqədi r.",Binəqədi yolu,7 / 17,60 m²,yoxdur,var,,https://bina.az/items/3856610,2.0
Yeni tikili,220 000,AZN,1 420 AZN/m²,"Satılır 4 otaqlı yeni tikili 155 m², Səbail r.",Tofiq Məmmədov küç.,10 / 17,155 m²,yoxdur,yoxdur,,https://bina.az/items/3777658,4.0
Yeni tikili,254 000,AZN,2 310 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², Nərimanov r.",Möhsün Sənani küçəsi.,13 / 17,110 m²,var,var,var,https://bina.az/items/3499032,3.0
Köhnə tikili,310 000,AZN,3 100 AZN/m²,"Satılır 3 otaqlı köhnə tikili 100 m², İçəri Şəhər m.",Şövkət Ələkbərova küç.,2 / 3,100 m²,var,var,,https://bina.az/items/3856601,3.0
Yeni tikili,338 000,AZN,2 490 AZN/m²,"Satılır 3 otaqlı yeni tikili 136 m², Nərimanov r.",M. Əlizadə küç.,10 / 16,136 m²,var,,,https://bina.az/items/3840043,3.0
Köhnə tikili,449 900,AZN,2 430 AZN/m²,"Satılır 5 otaqlı köhnə tikili 185 m², Sahil m.",Nizami küçəsi.,5 / 6,185 m²,var,var,,https://bina.az/items/3461200,5.0
Yeni tikili,404 000,AZN,2 510 AZN/m²,"Satılır 3 otaqlı yeni tikili 161 m², Ağ şəhər q.",Mərkəzi bulvar küç.,7 / 20,161 m²,yoxdur,yoxdur,,https://bina.az/items/3389191,3.0
Yeni tikili,285 000,AZN,2 280 AZN/m²,"Satılır 3 otaqlı yeni tikili 125 m², Nizami m.",M.Naxcivani küçəsi,8 / 15,125 m²,var,var,,https://bina.az/items/3734140,3.0
Köhnə tikili,899 900,AZN,3 600 AZN/m²,"Satılır 5 otaqlı köhnə tikili 250 m², İçəri Şəhər m.",Rza Quliyev k.,3 / 3,250 m²,var,var,,https://bina.az/items/3419392,5.0
Köhnə tikili,1 350 000,AZN,4 700 AZN/m²,"Satılır 5 otaqlı köhnə tikili 287 m², Sahil m.",Bəşir Səfəroğlu küç.,2 / 3,287 m²,var,var,,https://bina.az/items/3192339,5.0
Yeni tikili,480 000,AZN,3 140 AZN/m²,"Satılır 3 otaqlı yeni tikili 153 m², Elmlər Akademiyası m.",Akademik Şəfaət Mehdiyev küçəsi,5 / 23,153 m²,yoxdur,var,,https://bina.az/items/3856587,3.0
Yeni tikili,95 000,AZN,1 070 AZN/m²,"Satılır 2 otaqlı yeni tikili 88.4 m², Sahil q.",Emin Quliyev küç.,11 / 13,88.4 m²,var,var,,https://bina.az/items/3856592,2.0
Köhnə tikili,499 900,AZN,2 500 AZN/m²,"Satılır 6 otaqlı köhnə tikili 200 m², Sahil m.",Bul Bul pr,3 / 4,200 m²,var,yoxdur,,https://bina.az/items/3222329,6.0
Köhnə tikili,999 000,AZN,3 220 AZN/m²,"Satılır 6 otaqlı köhnə tikili 310 m², 28 May m.",Xəqani küçəsi.,4 / 4,310 m²,var,var,,https://bina.az/items/3421834,6.0
Köhnə tikili,990 000,AZN,4 950 AZN/m²,"Satılır 5 otaqlı köhnə tikili 200 m², 28 May m.",Xəqani pr.,3 / 4,200 m²,var,var,,https://bina.az/items/3437729,5.0
Köhnə tikili,749 900,AZN,2 500 AZN/m²,"Satılır 8 otaqlı köhnə tikili 300 m², İçəri Şəhər m.",Əbdülkərim Əlizadə kūç,4 / 5,300 m²,var,var,,https://bina.az/items/3422535,8.0
Köhnə tikili,649 900,AZN,2 600 AZN/m²,"Satılır 5 otaqlı köhnə tikili 250 m², İçəri Şəhər m.",Şeyx Şamil küçəsi,3 / 3,250 m²,var,var,,https://bina.az/items/3110513,5.0
Yeni tikili,160 000,AZN,1 950 AZN/m²,"Satılır 2 otaqlı yeni tikili 82 m², Nəsimi r.",Nəsifbəy Yusifbəyli küç.,10 / 17,82 m²,yoxdur,yoxdur,,https://bina.az/items/3791256,2.0
Köhnə tikili,385 000,AZN,3 500 AZN/m²,"Satılır 5 otaqlı köhnə tikili 110 m², İçəri Şəhər m.",Neftçilər pr.,3 / 4,110 m²,var,var,,https://bina.az/items/3199189,5.0
Yeni tikili,240 000,AZN,1 950 AZN/m²,"Satılır 3 otaqlı yeni tikili 123 m², Xətai r.",Xəzər prospekti,5 / 20,123 m²,var,var,,https://bina.az/items/3851126,3.0
Yeni tikili,210 000,AZN,1 590 AZN/m²,"Satılır 3 otaqlı yeni tikili 132 m², 20-ci sahə q.",Yeni Saylan yolu 22,9 / 17,132 m²,var,var,,https://bina.az/items/3856574,3.0
Köhnə tikili,157 000,AZN,1 940 AZN/m²,"Satılır 3 otaqlı köhnə tikili 81 m², Əhmədli m.","Sarayeva küç. 15, m. 57",6 / 9,81 m²,var,var,,https://bina.az/items/3810211,3.0
Köhnə tikili,118 000,AZN,2 810 AZN/m²,"Satılır 2 otaqlı köhnə tikili 42 m², Qara Qarayev m.",Ə. Kürçaylı küç.,3 / 5,42 m²,var,var,,https://bina.az/items/3856567,2.0
Yeni tikili,188 000,AZN,2 190 AZN/m²,"Satılır 3 otaqlı yeni tikili 86 m², 8-ci mikrorayon q.",Cafar Xandam 42,8 / 19,86 m²,var,var,,https://bina.az/items/3745962,3.0
Yeni tikili,278 000,AZN,2 000 AZN/m²,"Satılır 3 otaqlı yeni tikili 139 m², Nəriman Nərimanov m.",Əliyar Əliyev küç 67,16 / 19,139 m²,var,var,,https://bina.az/items/3786715,3.0
Yeni tikili,200 000,AZN,2 500 AZN/m²,"Satılır 3 otaqlı yeni tikili 80 m², Nərimanov r.",Gülarə Qədirbəyova küç.,16 / 17,80 m²,var,var,,https://bina.az/items/3856551,3.0
Yeni tikili,275 000,AZN,2 430 AZN/m²,"Satılır 3 otaqlı yeni tikili 113 m², İçəri Şəhər m.",Q.Xəlilov küç.,8 / 16,113 m²,var,var,,https://bina.az/items/3856550,3.0
Yeni tikili,240 000,AZN,1 550 AZN/m²,"Satılır 3 otaqlı yeni tikili 155 m², Nəsimi r.",Mirəli Qaşqay 95,15 / 15,155 m²,var,var,,https://bina.az/items/3192381,3.0
Yeni tikili,472 000,AZN,2 290 AZN/m²,"Satılır 4 otaqlı yeni tikili 206 m², Elmlər Akademiyası m.",Hüseyn Cavid pros.,11 / 16,206 m²,yoxdur,yoxdur,,https://bina.az/items/3840452,4.0
Köhnə tikili,123 000,AZN,1 640 AZN/m²,"Satılır 2 otaqlı köhnə tikili 75 m², Avtovağzal m.",R.İsmayilov k.,3 / 8,75 m²,var,var,,https://bina.az/items/3856544,2.0
Yeni tikili,75 000,AZN,1 220 AZN/m²,"Satılır 3 otaqlı yeni tikili 61.3 m², Abşeron r.",Aaaf park yaşayış kompleksi,14 / 17,61.3 m²,var,,,https://bina.az/items/3856538,3.0
Yeni tikili,112 000,AZN,2 040 AZN/m²,"Satılır 2 otaqlı yeni tikili 55 m², Neftçilər m.",Rizvan Teymurov küç. 6/ 44,14 / 15,55 m²,yoxdur,var,,https://bina.az/items/3856537,2.0
